LinkageGroup,SNP,Scaffold,Position,SexAveraged_cM,Female_cM,Male_cM
12,6331,Chr12,19552404,44.846,50.383,39.371
12,6336,Chr12,19720772,45.606,50.396,40.763
12,6342,Chr12,19812308,45.712,50.641,40.763
12,6344,Chr12,19980768,46.756,51.003,42.517
12,6347,Chr12,20095023,47.483,51.135,43.955
12,6350,Chr12,20150093,47.78,51.4,44.183
12,6352,Chr12,20203103,47.95,51.4,44.507
12,6354,Chr12,20271496,48.256,51.4,45.109
12,6358,Chr12,20348147,48.513,51.4,45.596
12,6361,Chr12,20400942,48.684,51.591,45.779
12,6362,Chr12,20407971,48.837,51.591,46.081
12,6364,Chr12,20521584,49.414,51.76,47.051
12,6365,Chr12,20603382,49.724,52.099,47.457
12,6369,Chr12,20680472,50.338,52.099,48.62
12,6371,Chr12,20721666,50.595,52.099,49.141
12,6378,Chr12,20753893,50.684,52.099,49.337
12,6383,Chr12,20800895,50.918,52.099,49.81
12,6386,Chr12,20874028,51.191,52.099,50.393
12,6388,Chr12,20920896,51.504,52.241,50.848
12,6390,Chr12,20984023,51.664,52.253,51.147
12,6396,Chr12,21106464,51.998,52.253,51.811
12,6405,Chr12,21421875,52.368,52.396,52.429
12,6399,Chr12,21170568,52.604,52.582,52.688
12,6395,Chr12,21071769,53.53,52.895,54.192
13,6511,Chr13,1064037,0,0,0
13,6482,Chr13,756060,0.382,0.796,0
13,6441,Chr13,450641,0.509,0.796,0.233
13,6456,Chr13,575260,0.608,0.944,0.233
13,6481,Chr13,755946,0.778,1.064,0.432
13,6490,Chr13,803767,0.905,1.368,0.432
13,6501,Chr13,916553,1.164,1.799,0.483
13,6503,Chr13,946176,1.164,1.799,0.483
13,6513,Chr13,1090768,1.54,2.579,0.483
13,6515,Chr13,1163370,1.61,2.711,0.483
13,6519,Chr13,1204458,1.883,3.256,0.483
13,6521,Chr13,1298352,2.173,3.749,0.547
13,6526,Chr13,1378610,2.316,4.005,0.638
13,6528,Chr13,1415558,2.497,4.366,0.638
13,6530,Chr13,1508096,3.346,5.566,1.047
13,6534,Chr13,1556724,3.656,5.878,1.437
13,6541,Chr13,1692160,4.13,6.335,1.884
13,6540,Chr13,1634246,4.13,6.335,1.884
13,6545,Chr13,1709429,4.842,7.371,2.321
13,6547,Chr13,1750064,4.842,7.371,2.321
13,6552,Chr13,1879518,5.844,8.714,3.097
13,6551,Chr13,1863594,6.374,9.05,3.531
13,6555,Chr13,1948228,7.319,9.903,4.77
13,6558,Chr13,1954800,8.848,11.179,6.466
13,6559,Chr13,1955061,8.848,11.179,6.466
13,6562,Chr13,1990208,9.216,11.317,7.007
13,6567,Chr13,2067795,9.905,11.437,8.362
13,6569,Chr13,2123811,10.958,12.082,9.88
13,6573,Chr13,2205857,11.248,12.082,10.319
13,6576,Chr13,2229191,12.078,13.009,11.009
13,6581,Chr13,2291708,12.63,13.808,11.396
13,6583,Chr13,2354222,13.289,14.122,12.263
13,6586,Chr13,2365371,13.391,14.437,12.263
13,6587,Chr13,2450945,14.145,14.965,13.43
13,6590,Chr13,2552226,15.11,16.362,13.856
13,6594,Chr13,2684446,16.247,17.077,15.363
13,6595,Chr13,2743716,16.962,17.533,16.613
13,6596,Chr13,2843047,17.767,18.596,16.709
13,6597,Chr13,2899096,18.528,19.048,17.94
13,6598,Chr13,2900834,18.528,19.048,17.94
13,6600,Chr13,2948709,18.817,19.419,18.082
13,6603,Chr13,3002077,19.147,19.419,18.807
13,6604,Chr13,3031555,19.805,19.584,20.024
13,6606,Chr13,3138337,20.496,20.083,21.006
13,6609,Chr13,3216543,21.05,20.741,21.352
13,6612,Chr13,3306827,21.489,20.979,22.088
13,6614,Chr13,3393175,22.143,21.523,22.753
13,6615,Chr13,3480091,22.731,22.465,22.753
13,6616,Chr13,3565557,22.858,22.465,23.222
13,6617,Chr13,3594000,23.084,22.836,23.325
13,6622,Chr13,3684473,23.733,23.978,23.416
13,6626,Chr13,3728000,23.794,23.978,23.618
13,6631,Chr13,3749420,23.925,24.174,23.618
13,6633,Chr13,3778575,24.21,24.721,23.618
13,6634,Chr13,3806858,24.21,24.721,23.618
13,6641,Chr13,3867423,24.661,25.495,23.729
13,6643,Chr13,3997719,25.433,26.236,24.504
13,6647,Chr13,4129260,26.108,27.268,24.919
13,6649,Chr13,4171242,26.317,27.563,25.031
13,6650,Chr13,4201918,26.392,27.563,25.163
13,6651,Chr13,4365955,27.704,29.305,26.042
13,6652,Chr13,4530370,29.847,31.906,27.731
13,6654,Chr13,4751935,29.847,31.906,27.731
13,6656,Chr13,4852292,30.711,32.825,28.545
13,6663,Chr13,5057804,31.522,34.008,29.032
13,6662,Chr13,5038002,31.522,34.008,29.032
13,6667,Chr13,5287741,32.462,34.784,30.171
13,6668,Chr13,5333383,33.731,36.12,31.259
13,6672,Chr13,5526059,35.516,37.624,33.595
13,6675,Chr13,5597456,35.903,38.164,33.609
13,6677,Chr13,5612483,35.978,38.164,33.72
13,6682,Chr13,5746401,36.326,38.777,33.72
13,6681,Chr13,5740602,36.344,38.777,34.005
13,6691,Chr13,5949014,37.193,39.682,34.607
13,6690,Chr13,5942280,37.265,39.682,34.766
13,6693,Chr13,6048108,37.743,40.221,35.256
13,6692,Chr13,6026123,37.743,40.221,35.256
13,6696,Chr13,6172367,38.275,41.055,35.432
13,6698,Chr13,6254989,38.603,41.662,35.529
13,6700,Chr13,6311522,38.713,41.662,35.739
13,6702,Chr13,6343728,38.802,41.782,35.739
13,6705,Chr13,6472363,39.364,42.356,36.317
13,6707,Chr13,6479749,39.504,42.815,36.441
13,6720,Chr13,6643328,39.961,43.271,36.875
13,6723,Chr13,6657572,40.576,43.271,37.792
13,6722,Chr13,6656737,40.823,43.465,38.086
13,6730,Chr13,6772870,41.274,43.668,38.783
13,6747,Chr13,6924561,41.472,44.057,38.867
13,6736,Chr13,6809973,41.472,44.057,38.867
13,6741,Chr13,6868175,41.683,44.333,39.009
13,6740,Chr13,6868068,41.683,44.333,39.009
13,6748,Chr13,6957732,41.917,44.553,39.252
13,6754,Chr13,7059621,42.184,44.725,39.673
13,6757,Chr13,7212039,42.345,44.98,39.673
13,6756,Chr13,7144134,42.396,45.078,39.673
13,6761,Chr13,7305061,42.668,45.419,39.863
13,6767,Chr13,7802716,43.641,46.349,40.911
13,6769,Chr13,7891835,43.841,46.615,41.073
13,6771,Chr13,8076087,44.152,46.8,41.451
13,6775,Chr13,8181554,44.281,46.896,41.578
13,6779,Chr13,8483531,44.451,46.896,41.94
13,6784,Chr13,9101627,45.202,47.65,42.752
13,6788,Chr13,9137551,45.319,47.65,42.932
13,6789,Chr13,9271669,45.669,47.893,43.43
13,6793,Chr13,9588915,46.019,48.177,43.84
13,6797,Chr13,9636115,46.102,48.177,44.045
13,6801,Chr13,9902515,46.171,48.177,44.193
13,6804,Chr13,10224894,46.278,48.239,44.251
13,6811,Chr13,12963190,46.524,48.239,44.653
13,6815,Chr13,14248708,46.701,48.588,44.774
13,6817,Chr13,14442749,46.893,48.588,45.187
13,6820,Chr13,15110606,47.444,48.921,45.949
13,6822,Chr13,15155703,47.738,49.108,46.339
13,6825,Chr13,15580731,48.856,49.761,47.921
13,6826,Chr13,15681229,49.065,49.761,48.326
13,6828,Chr13,15856741,49.806,50.168,49.462
13,6831,Chr13,15925703,49.973,50.168,49.81
13,6839,Chr13,16044496,50.367,50.269,50.41
13,6842,Chr13,16074315,50.494,50.456,50.611
13,6843,Chr13,16114562,50.845,50.746,50.903
13,6849,Chr13,16194190,51.195,50.917,51.514
13,6852,Chr13,16223019,51.25,51.024,51.514
13,6845,Chr13,16128998,51.407,51.177,51.627
13,6846,Chr13,16181983,51.68,51.177,52.371
13,6856,Chr13,16456123,52.552,52.047,53.052
13,6857,Chr13,16589796,53.705,52.883,54.536
13,6859,Chr13,16700443,54.184,53.236,55.181
13,6860,Chr13,16993818,55.032,53.817,56.245
13,6495,Chr13,17255493,55.813,54.827,56.63
13,6492,Chr13,17306524,56.186,54.964,57.445
13,6480,Chr13,17369269,56.372,55.055,57.751
13,6473,Chr13,17426419,56.794,55.32,58.23
13,6407,Chr13,17458783,56.909,55.32,58.612
13,6414,Chr13,17580043,57.752,55.657,59.888
13,6435,Chr13,17760662,58.633,56.017,61.292
13,6440,Chr13,17783577,58.77,56.225,61.445
13,6428,Chr13,17715993,59.041,56.391,61.778
13,6451,Chr13,17852024,59.716,56.884,62.632
13,6446,Chr13,17817572,59.834,56.884,62.85
13,6466,Chr13,17982550,60.307,57.424,63.204
13,6412,Chr13,18113328,60.575,57.84,63.502
13,6427,Chr13,18283632,60.92,58.433,63.502
13,6444,Chr13,18467329,61.022,58.433,63.622
13,6478,Chr13,18723400,61.216,58.746,63.722
13,6469,Chr13,18655293,61.216,58.746,63.722
13,6517,Chr13,19165995,61.557,59.398,63.794
13,6500,Chr13,18900649,61.557,59.398,63.794
14,6953,Chr14,2479866,0,0,0
14,6863,Chr14,728429,14.454,11.596,20.708
14,6870,Chr14,1071080,14.646,11.791,20.957
14,6877,Chr14,1159519,14.815,11.791,21.304
14,6880,Chr14,1184610,14.815,11.791,21.304
14,6881,Chr14,1214629,14.959,11.791,21.586
14,6894,Chr14,1397602,15.383,11.999,22.296
14,6883,Chr14,1311354,15.619,12.176,22.594
14,6888,Chr14,1347760,15.822,12.574,22.594
14,6890,Chr14,1371244,16.038,12.574,22.993
14,6901,Chr14,1455333,16.376,12.662,23.775
14,6902,Chr14,1466654,16.544,12.79,23.775
14,6899,Chr14,1437936,16.617,12.79,23.879
14,6898,Chr14,1437507,16.617,12.79,23.879
14,6905,Chr14,1485078,16.85,12.79,24.322
14,6908,Chr14,1504861,17.194,12.914,24.894
14,6910,Chr14,1632374,17.558,12.914,25.718
14,6913,Chr14,1703295,17.772,12.966,25.977
14,6914,Chr14,1751151,17.85,13.143,25.977
14,6920,Chr14,1846518,18.197,13.394,26.449
14,6922,Chr14,1905052,18.291,13.394,26.657
14,6926,Chr14,2048700,18.892,13.661,27.528
14,6929,Chr14,2080651,19.108,13.661,28.011
14,6931,Chr14,2109858,19.188,13.661,28.145
14,6934,Chr14,2156451,19.283,13.661,28.383
14,6933,Chr14,2155623,19.499,13.819,28.606
14,6936,Chr14,2194681,19.828,14.143,28.96
14,6941,Chr14,2317896,20.011,14.212,29.265
14,6943,Chr14,2353209,20.351,14.263,29.882
14,6944,Chr14,2354574,20.351,14.263,29.882
14,6946,Chr14,2363070,20.444,14.371,29.882
14,6952,Chr14,2474941,20.741,14.548,30.341
14,6954,Chr14,2487267,20.96,14.548,30.839
14,6956,Chr14,2492139,20.96,14.548,30.839
14,6963,Chr14,2635559,21.375,14.548,31.625
14,6973,Chr14,2778344,21.644,14.902,31.864
14,6967,Chr14,2724965,21.73,14.902,32.09
14,6980,Chr14,3000464,21.876,15.076,32.09
14,6970,Chr14,2764896,21.964,15.076,32.253
14,6981,Chr14,3064744,22.5,15.468,32.987
14,6982,Chr14,3152285,22.767,15.696,33.296
14,6990,Chr14,3449354,23.085,16.062,33.617
14,6986,Chr14,3332561,23.139,16.136,33.617
14,6993,Chr14,3463455,23.191,16.234,33.617
14,6998,Chr14,3537609,23.832,17.102,33.963
14,7003,Chr14,3602644,24.456,17.875,34.441
14,7005,Chr14,4057043,25.123,18.439,35.216
14,7012,Chr14,4338964,25.748,19.045,35.905
14,7008,Chr14,4280502,25.804,19.045,36.008
14,7014,Chr14,4582344,26.279,19.358,36.645
14,7016,Chr14,4805974,27.029,20.206,37.427
14,7017,Chr14,4975541,27.275,20.206,37.771
14,7018,Chr14,5046689,27.489,20.414,37.952
14,7021,Chr14,5326746,28.019,20.825,38.575
14,7023,Chr14,5398894,28.255,21.721,38.575
14,7031,Chr14,6003954,29.706,22.886,40.026
14,7034,Chr14,6022748,29.9,22.886,40.297
14,7037,Chr14,6211595,30.206,23.291,40.643
14,7039,Chr14,6266237,30.206,23.291,40.643
14,7047,Chr14,6796515,31.308,23.703,42.559
14,7050,Chr14,7737648,31.693,24.206,42.559
14,7055,Chr14,8131806,32.064,24.586,42.996
14,7053,Chr14,8106548,32.064,24.586,42.996
14,7060,Chr14,8175717,32.157,24.783,42.996
14,7051,Chr14,7762620,32.348,24.783,43.279
14,7071,Chr14,8322530,32.679,25.349,43.465
14,7074,Chr14,8353146,32.809,25.582,43.465
14,7079,Chr14,8452177,33.068,25.833,43.772
14,7082,Chr14,8515732,33.305,26.19,43.835
14,7090,Chr14,8664294,33.671,26.654,44.113
14,7101,Chr14,8780983,33.875,26.984,44.203
14,7096,Chr14,8762436,33.875,26.984,44.203
14,7105,Chr14,8842661,34.037,27.213,44.333
14,7086,Chr14,8607424,34.27,27.379,44.585
14,7109,Chr14,8916071,34.592,27.686,44.936
14,7114,Chr14,8951522,34.874,28.165,44.936
14,7119,Chr14,9028119,35.054,28.35,45.171
14,7129,Chr14,9194543,35.366,28.721,45.489
14,7131,Chr14,9218619,35.648,28.986,45.712
14,7133,Chr14,9236432,35.724,29.169,45.712
14,7141,Chr14,9361306,36.219,29.802,46.089
14,7147,Chr14,9422771,36.355,30.072,46.089
14,7148,Chr14,9423006,36.619,30.161,46.52
14,7160,Chr14,9576343,36.874,30.579,46.52
14,7153,Chr14,9484879,37.183,30.936,46.866
14,7152,Chr14,9456965,37.333,30.936,47.06
14,7154,Chr14,9491999,37.487,31.308,47.06
14,7158,Chr14,9549762,37.711,31.412,47.453
14,7178,Chr14,9712565,37.797,31.448,47.563
14,7157,Chr14,9544357,37.889,31.506,47.739
14,7169,Chr14,9627841,38.029,31.667,47.8
14,7175,Chr14,9672341,38.097,31.667,47.94
14,7179,Chr14,9762488,38.287,31.78,48.208
14,7183,Chr14,9825787,38.382,31.78,48.437
14,7191,Chr14,9944937,38.503,31.932,48.437
14,7196,Chr14,10027049,38.595,31.932,48.682
14,7206,Chr14,10136882,38.808,31.932,49.18
14,7217,Chr14,10292650,38.981,32.114,49.283
14,7218,Chr14,10297137,39.042,32.209,49.283
14,7221,Chr14,10408164,39.253,32.422,49.519
14,7220,Chr14,10399409,39.253,32.422,49.519
14,7222,Chr14,10415948,39.335,32.567,49.519
14,7228,Chr14,10479711,39.595,33.034,49.59
14,7224,Chr14,10441245,39.655,33.034,49.696
14,7235,Chr14,10556078,39.783,33.273,49.803
14,7231,Chr14,10495090,39.889,33.459,49.803
14,7240,Chr14,10623160,40.22,34.009,49.803
14,7247,Chr14,10691047,40.345,34.324,49.803
14,7248,Chr14,10702720,40.459,34.582,49.803
14,7253,Chr14,10884454,40.798,35.038,50.009
14,7250,Chr14,10862974,40.925,35.211,50.085
14,7257,Chr14,10926921,41.188,35.578,50.216
14,7260,Chr14,10954371,41.362,35.885,50.295
14,7265,Chr14,11040088,41.533,36.311,50.381
14,7267,Chr14,11051965,41.828,36.311,50.713
14,7290,Chr14,11414704,42.423,36.981,51.315
14,7272,Chr14,11240557,42.615,37.141,51.535
14,7282,Chr14,11335990,42.683,37.141,51.636
14,7286,Chr14,11352045,42.683,37.141,51.636
14,7293,Chr14,11458443,42.995,37.745,51.724
14,7296,Chr14,11475150,43.158,37.745,51.913
14,7298,Chr14,11605757,43.53,38.4,52.105
14,7299,Chr14,11606081,43.53,38.4,52.105
14,7304,Chr14,12101440,45.32,40.258,53.822
14,7309,Chr14,12315969,45.905,40.872,54.396
14,7308,Chr14,12283320,46.138,41.12,54.599
14,7311,Chr14,12376560,46.538,41.605,54.889
14,7318,Chr14,12449297,46.748,42.087,54.889
14,7319,Chr14,12559590,47.339,42.338,55.803
14,7320,Chr14,12666746,48.046,42.978,56.545
14,7323,Chr14,12931351,48.873,43.647,57.519
14,7324,Chr14,12935415,49.008,43.647,57.724
14,7328,Chr14,12978826,49.126,44.002,57.724
14,7332,Chr14,13022116,49.449,44.002,58.264
14,7335,Chr14,13163461,50.397,45.179,59.064
14,7337,Chr14,13236696,50.677,45.6,59.202
14,7339,Chr14,13262173,50.835,45.718,59.396
14,7341,Chr14,13333871,51.204,46.16,59.714
14,7343,Chr14,13496842,52.769,47.491,61.487
14,7347,Chr14,13559920,53.04,47.662,61.877
14,7350,Chr14,13980152,55.91,50.633,64.625
14,7349,Chr14,13862070,56.211,50.831,64.996
14,7351,Chr14,14016469,57.095,51.73,65.873
14,7352,Chr14,14109410,58.018,52.803,66.627
14,7354,Chr14,14344845,59.373,54.233,67.983
14,7355,Chr14,14482958,60.16,54.392,69.181
14,7356,Chr14,14599162,60.68,55.264,69.527
14,7357,Chr14,14677310,61.303,55.859,70.142
14,7359,Chr14,14908949,62.421,56.692,71.569
14,7361,Chr14,15254098,63.164,57.204,72.565
14,7363,Chr14,15448200,64.413,59.266,72.947
14,7364,Chr14,15568146,65.023,60.043,73.414
14,7365,Chr14,15760048,66.475,61.47,74.708
14,7367,Chr14,16020100,67.365,63.303,74.838
14,7366,Chr14,16006183,67.365,63.303,74.838
14,7370,Chr14,16184079,67.998,64.139,75.26
14,7372,Chr14,16383669,68.476,64.911,75.459
14,7374,Chr14,16558240,68.789,65.437,75.459
14,7376,Chr14,16793586,69.085,66.078,75.459
15,7379,Chr15,504083,0,0,0
15,7382,Chr15,834299,0.761,1.456,0.129
15,7383,Chr15,1038257,1.182,2.225,0.129
15,7385,Chr15,1185200,1.421,2.751,0.129
15,7387,Chr15,1283259,1.642,3.05,0.313
15,7388,Chr15,1357428,2.179,3.7,0.701
15,7391,Chr15,1553170,3.082,5.039,1.224
15,7393,Chr15,1622276,3.429,5.49,1.518
15,7395,Chr15,1838098,4.875,6.963,2.769
15,7400,Chr15,1994555,5.841,8.234,3.462
15,7402,Chr15,2047977,6.36,8.71,4.144
15,7404,Chr15,2104973,6.831,9.525,4.144
15,7408,Chr15,2234983,7.21,9.934,4.457
15,7410,Chr15,2274515,7.42,10.329,4.571
15,7416,Chr15,2444566,8.273,11.335,5.235
15,7417,Chr15,2684959,9.311,12.894,5.502
15,7418,Chr15,2701464,9.549,13.326,5.502
15,7420,Chr15,2757620,9.578,13.326,6.086
15,7425,Chr15,2795305,9.734,13.544,6.086
15,7427,Chr15,2810108,10.047,13.922,6.086
15,7430,Chr15,3119234,11.671,15.982,7.363
15,7433,Chr15,3165494,11.789,16.205,7.363
15,7437,Chr15,3341312,12.395,17.065,7.746
15,7440,Chr15,3533972,13.119,18.041,8.25
15,7441,Chr15,3664526,13.908,18.875,8.933
15,7443,Chr15,3695031,14.107,19.173,9.06
15,7446,Chr15,3726779,14.234,19.304,9.06
15,7448,Chr15,3806676,14.248,19.304,9.222
15,7449,Chr15,3841849,14.65,19.764,9.531
15,7452,Chr15,3900591,15.115,20.044,10.26
15,7454,Chr15,3941569,15.309,20.455,10.26
15,7455,Chr15,4028678,15.774,20.494,11.067
15,7457,Chr15,4111245,15.958,20.942,11.067
15,7466,Chr15,4194767,16.279,21.43,11.067
15,7465,Chr15,4177246,16.409,21.584,11.067
15,7468,Chr15,4245540,16.816,21.991,11.564
15,7472,Chr15,4278009,17.197,22.237,12.229
15,7475,Chr15,4341127,17.718,22.93,12.552
15,7474,Chr15,4316051,17.801,22.93,12.692
15,7477,Chr15,4437630,19.121,24.256,13.969
15,7481,Chr15,4501622,19.776,24.892,14.659
15,7486,Chr15,4537417,20.134,25.489,14.659
15,7487,Chr15,4544691,20.343,25.489,15.058
15,7490,Chr15,4617904,21.089,26.912,15.337
15,7488,Chr15,4601227,21.198,27.103,15.337
15,7492,Chr15,4669272,21.99,27.772,16.217
15,7494,Chr15,4717854,22.497,28.177,16.792
15,7495,Chr15,4772335,23.115,28.778,17.469
15,7497,Chr15,4822622,23.587,29.014,18.215
15,7496,Chr15,4786679,23.846,29.18,18.613
15,7502,Chr15,4931155,25.436,31.609,19.28
15,7503,Chr15,4962919,25.896,31.859,19.951
15,7505,Chr15,4982285,25.896,31.859,19.951
15,7510,Chr15,5092616,26.797,33.135,20.489
15,7511,Chr15,5166688,27.774,33.662,21.887
15,7517,Chr15,5325018,28.849,34.701,22.944
15,7514,Chr15,5231647,28.985,34.984,22.944
15,7521,Chr15,5368194,29.71,36.068,23.299
15,7523,Chr15,5420035,29.972,36.315,23.617
15,7524,Chr15,5451581,30.642,36.808,24.512
15,7525,Chr15,5473574,31.002,37.467,24.512
15,7528,Chr15,5565079,31.358,38.192,24.512
15,7529,Chr15,5818406,33.152,39.478,26.87
15,7531,Chr15,6031829,34.362,40.318,28.434
15,7534,Chr15,6345081,35.667,41.027,30.417
15,7536,Chr15,6414113,36.311,41.49,31.334
15,7542,Chr15,6460214,36.738,42.113,31.36
15,7539,Chr15,6455270,36.738,42.113,31.36
15,7537,Chr15,6438700,36.784,42.113,31.489
15,7544,Chr15,6479920,36.847,42.113,31.584
15,7547,Chr15,6541637,37.261,42.388,32.159
15,7550,Chr15,6848181,38.983,44.266,33.646
15,7552,Chr15,6890875,39.492,45.008,33.937
15,7554,Chr15,6989128,39.745,45.008,34.493
15,7555,Chr15,7151399,40.286,45.748,34.849
15,7556,Chr15,7208594,40.566,46.04,35.095
15,7558,Chr15,7885437,42.564,47.704,37.437
15,7557,Chr15,7796390,42.564,47.704,37.437
15,7560,Chr15,8039222,42.919,47.704,38.067
15,7564,Chr15,8457751,44.365,49.384,39.276
15,7565,Chr15,8510573,44.672,49.497,39.898
15,7568,Chr15,8677516,45.312,49.583,41.081
15,7659,Chr15,9393418,45.913,49.831,42.005
15,7656,Chr15,9536344,46.108,49.831,42.458
15,7645,Chr15,10555774,46.541,49.912,43.229
15,7649,Chr15,10366020,46.541,49.912,43.229
15,7627,Chr15,10933188,46.625,49.912,43.39
15,7742,Chr15,12118649,46.676,50.01,43.39
15,7746,Chr15,11921893,46.718,50.01,43.472
15,7735,Chr15,12388348,47.01,50.01,44.041
15,7721,Chr15,12530951,47.128,50.01,44.338
15,7715,Chr15,12575325,47.292,50.041,44.597
15,7709,Chr15,12645598,47.467,50.073,44.902
15,7710,Chr15,12627266,47.467,50.073,44.902
15,7730,Chr15,12450266,47.691,50.073,45.354
15,7704,Chr15,12800943,47.921,50.073,45.842
15,7705,Chr15,12800506,48.127,50.073,46.265
15,7694,Chr15,12966508,48.127,50.073,46.265
15,7684,Chr15,13019817,48.352,50.198,46.553
15,7686,Chr15,13019172,48.352,50.198,46.553
15,7680,Chr15,13086224,48.422,50.198,46.698
15,7678,Chr15,13195765,48.681,50.198,47.248
15,7675,Chr15,13340955,48.885,50.198,47.635
15,7671,Chr15,13438150,49.017,50.198,47.868
15,7669,Chr15,13483337,49.202,50.343,48.168
15,7663,Chr15,13610076,49.469,50.343,48.664
15,7662,Chr15,13633217,49.562,50.343,48.861
15,7570,Chr15,13704577,50.005,50.343,49.701
15,7583,Chr15,14394261,50.53,50.586,50.566
15,7594,Chr15,14694877,50.899,51.034,50.838
15,7608,Chr15,14883584,51.02,51.267,50.838
15,7624,Chr15,15357006,51.098,51.412,50.838
17,7796,Chr17,836674,0,0,0
17,7762,Chr17,297645,4.438,5.911,3.165
17,7749,Chr17,115674,4.598,6.117,3.276
17,7752,Chr17,151204,4.705,6.237,3.354
17,7759,Chr17,259613,4.791,6.381,3.354
17,7764,Chr17,303472,4.969,6.586,3.512
17,7768,Chr17,444100,5.191,6.841,3.66
17,7773,Chr17,480273,5.307,7.101,3.77
17,7775,Chr17,505866,5.446,7.101,3.986
17,7779,Chr17,559040,5.761,7.221,4.463
17,7776,Chr17,548166,5.761,7.221,4.463
17,7787,Chr17,704234,6.12,7.52,4.877
17,7784,Chr17,682147,6.232,7.601,5.062
17,7789,Chr17,716915,6.316,7.753,5.062
17,7794,Chr17,773926,6.478,7.922,5.214
17,7795,Chr17,793106,6.701,7.922,5.667
17,7800,Chr17,874651,6.701,7.922,5.667
17,7802,Chr17,955317,7.123,7.959,6.379
17,7804,Chr17,1031727,7.673,8.283,7.33
17,7806,Chr17,1049927,7.881,8.401,7.569
17,7815,Chr17,1145567,7.979,8.401,7.827
17,7820,Chr17,1210485,8.359,8.831,8.13
17,7823,Chr17,1353620,9.024,9.034,9.437
17,7827,Chr17,1435808,9.282,9.262,9.448
17,7830,Chr17,1473445,9.494,9.262,9.836
17,7832,Chr17,1534500,9.733,9.601,10.148
17,7834,Chr17,1586910,10,9.955,10.148
17,7843,Chr17,1745611,10.611,10.308,11.151
17,7847,Chr17,1777723,10.782,10.308,11.48
17,7849,Chr17,1796475,10.907,10.477,11.48
17,7852,Chr17,1818847,10.961,10.477,11.654
17,7854,Chr17,1834528,11.087,10.477,11.906
17,7859,Chr17,1906314,11.475,10.695,12.495
17,7860,Chr17,1933324,11.636,10.695,12.816
17,7861,Chr17,1948406,11.858,10.845,13.119
17,7864,Chr17,1976266,12.061,10.845,13.519
17,7866,Chr17,2007094,12.359,10.935,13.998
17,7869,Chr17,2037838,12.584,10.935,14.463
17,7870,Chr17,2058787,12.678,11.15,14.618
17,7872,Chr17,2100970,13.225,11.162,15.565
17,7873,Chr17,2143636,13.462,11.162,16.017
17,7878,Chr17,2219060,13.8,11.162,16.684
17,7881,Chr17,2292856,14.313,11.818,17.145
17,7882,Chr17,2339625,14.803,12.06,17.876
17,7885,Chr17,2374250,15.047,12.32,18.006
17,7888,Chr17,2412753,15.225,12.41,18.359
17,7889,Chr17,2436064,15.465,12.562,18.664
17,7892,Chr17,2466368,15.615,12.787,18.664
17,7896,Chr17,2497415,15.817,12.945,18.979
17,7897,Chr17,2519748,15.923,12.945,19.249
17,7899,Chr17,2536044,16.045,13.089,19.249
17,7900,Chr17,2704597,17.465,13.786,21.375
17,7901,Chr17,2767822,17.628,14.001,21.525
17,7902,Chr17,2771649,17.692,14.001,21.622
17,7906,Chr17,2972054,18.881,14.922,23.037
17,7910,Chr17,3094222,18.892,15.06,23.037
17,7912,Chr17,3148533,19.227,15.372,23.366
17,7913,Chr17,3163501,19.42,15.609,23.505
17,7921,Chr17,3276659,19.748,15.889,23.859
17,7920,Chr17,3275929,19.796,15.969,23.859
17,7917,Chr17,3254891,19.97,16.089,24.152
17,7923,Chr17,3372748,20.486,16.498,24.718
17,7924,Chr17,3396664,20.811,17.135,24.718
17,7926,Chr17,3468605,21,17.36,24.913
17,7927,Chr17,3471630,21,17.36,24.913
17,7929,Chr17,3509107,21.54,17.939,25.155
17,7933,Chr17,3614237,22.013,18.363,25.992
17,7934,Chr17,3778490,22.66,19.28,26.289
17,7938,Chr17,3838633,22.891,19.663,26.415
17,7937,Chr17,3838517,22.954,19.663,26.553
17,7940,Chr17,3883929,23.268,20.017,26.791
17,7941,Chr17,3994241,23.622,20.34,27.262
17,7942,Chr17,4006548,23.716,20.484,27.262
17,7945,Chr17,4114954,24.109,20.999,27.48
17,7946,Chr17,4120766,24.206,21.199,27.48
17,7950,Chr17,4229705,25.037,22.146,28.219
17,7954,Chr17,4422865,25.743,23.321,28.614
17,7955,Chr17,4608411,26.442,23.665,29.403
17,7958,Chr17,4738790,26.666,24.017,29.581
17,7957,Chr17,4705669,26.927,24.442,29.73
17,7964,Chr17,4812861,27.128,24.712,29.821
17,7969,Chr17,4924508,27.446,24.948,30.239
17,7971,Chr17,4959952,27.548,25.162,30.239
17,7972,Chr17,5038369,28.083,25.81,30.582
17,7981,Chr17,5130329,28.59,26.726,30.738
17,7977,Chr17,5094483,28.684,26.923,30.738
17,7984,Chr17,5477458,29.709,28.613,31.03
17,7989,Chr17,5672491,30.155,29.529,31.03
17,7991,Chr17,5700238,30.27,29.721,31.133
17,7995,Chr17,5789981,30.498,29.878,31.359
17,7998,Chr17,5860283,30.855,30.712,31.359
17,8002,Chr17,5956446,31.075,30.916,31.547
17,8001,Chr17,5917726,31.14,31.024,31.547
17,8006,Chr17,6098738,31.705,31.888,31.838
17,8010,Chr17,6122302,31.969,32.277,31.868
17,8011,Chr17,6156383,32.155,32.659,31.868
17,8014,Chr17,6305560,32.566,33.285,32.067
